current_final_score,score_last_week,score_two_weeks_ago,score_change_7d,score_change_14d,assignments_submitted,assignments_total,submission_rate,days_since_last_grade,class_average,score_vs_class_avg,is_at_risk
94.12,100.0,100.0,-11.06,-8.9,8,14,0.5714,1,75.73,18.39,1
52.1,62.97,47.27,-10.86,4.83,8,14,0.5714,6,73.13,-21.03,1
89.98,99.96,79.49,-9.98,10.49,6,6,1.0,4,73.62,16.36,0
50.96,51.91,57.13,-0.95,-6.17,10,10,1.0,6,63.92,-12.96,0
58.95,57.17,42.74,1.78,16.21,12,12,1.0,6,67.12,-8.17,0
33.32,32.85,42.99,0.46,-9.67,10,12,0.8333,6,65.68,-32.36,1
93.1,81.97,90.86,11.13,2.24,7,10,0.7,3,58.09,35.02,0
20.03,15.52,31.91,4.52,-11.87,1,14,0.0714,24,76.42,-56.39,1
73.63,68.93,69.21,4.7,4.43,4,5,0.8,3,71.21,2.42,0
51.41,53.51,59.13,-2.1,-7.73,12,13,0.9231,5,63.15,-11.74,0
39.44,47.56,35.57,-8.12,3.87,2,7,0.2857,9,74.42,-34.98,1
58.73,65.98,61.24,-7.25,-2.52,9,9,1.0,4,57.98,0.75,0
30.03,20.02,28.81,10.0,1.22,10,11,0.9091,10,76.45,-46.42,1
70.9,70.6,63.21,0.3,7.69,2,4,0.5,1,73.15,-2.25,0
30.6,15.69,18.07,14.91,12.53,1,6,0.1667,17,72.69,-42.09,1
93.12,99.12,90.92,-6.0,2.2,8,14,0.5714,1,69.79,23.33,0
43.33,35.16,26.93,8.18,16.41,1,11,0.0909,12,61.99,-18.66,1
45.48,49.03,37.85,-3.55,7.63,4,6,0.6667,14,65.91,-20.43,1
71.01,68.35,88.03,2.66,-17.02,3,4,0.75,6,77.34,-6.32,0
63.82,59.23,58.71,4.59,5.11,13,14,0.9286,3,76.31,-12.49,0
21.74,25.32,20.05,-3.59,1.69,1,5,0.2,28,79.31,-57.57,1
79.48,80.08,95.44,-0.6,-15.96,8,13,0.6154,3,57.65,21.83,0
61.51,61.38,75.57,0.14,-14.06,4,6,0.6667,1,69.42,-7.91,0
21.28,14.21,23.4,7.07,-2.13,0,4,0.0,9,56.0,-34.72,1
77.73,88.84,69.89,-11.11,7.84,10,10,1.0,5,64.17,13.56,0
46.83,45.15,36.67,1.68,10.16,8,10,0.8,8,76.2,-29.37,1
63.92,67.81,72.17,-3.89,-8.24,2,3,0.6667,4,57.83,6.09,0
39.16,45.54,46.1,-6.38,-6.94,10,10,1.0,16,77.66,-38.5,1
75.58,73.03,67.74,2.54,7.84,6,7,0.8571,1,76.27,-0.7,0
51.69,47.05,45.38,4.64,6.31,4,7,0.5714,4,59.8,-8.11,0
63.03,57.78,67.7,5.26,-4.67,9,10,0.9,2,62.52,0.51,0
46.48,55.7,47.92,-9.23,-1.45,12,12,1.0,9,79.89,-33.41,1
62.12,55.11,64.05,7.02,-1.93,7,9,0.7778,5,74.23,-12.11,0
77.14,69.27,79.38,7.87,-2.24,1,3,0.3333,3,65.08,12.06,0
79.82,81.21,93.08,-1.39,-13.26,12,12,1.0,2,78.45,1.36,0
65.94,59.84,58.24,6.11,7.7,4,5,0.8,2,74.95,-9.01,0
53.06,62.06,60.85,-9.0,-7.79,13,14,0.9286,3,77.96,-24.9,0
31.86,40.51,37.1,-8.65,-5.24,2,7,0.2857,13,76.74,-44.88,1
53.17,57.23,64.11,-4.06,-10.94,11,11,1.0,3,67.23,-14.06,0
28.49,25.94,30.58,2.55,-2.09,4,6,0.6667,6,66.86,-38.37,1
32.42,36.06,33.79,-3.65,-1.37,5,5,1.0,14,71.85,-39.43,1
31.86,28.05,48.1,3.82,-16.24,1,9,0.1111,21,72.29,-40.43,1
51.84,50.92,52.27,0.92,-0.42,5,5,1.0,1,76.42,-24.58,0
67.27,56.55,64.3,10.72,2.97,10,13,0.7692,5,64.65,2.62,0
83.46,88.06,83.81,-4.59,-0.35,9,9,1.0,3,76.94,6.52,0
48.93,52.83,48.08,-3.9,0.84,4,14,0.2857,25,62.27,-13.35,1
91.18,96.88,97.22,-5.71,-6.04,6,6,1.0,3,74.5,16.68,0
60.92,63.82,70.58,-2.91,-9.66,3,4,0.75,4,55.18,5.74,0
65.8,66.23,72.24,-0.43,-6.43,12,12,1.0,2,79.59,-13.79,0
23.38,29.22,13.56,-5.83,9.82,5,7,0.7143,25,56.98,-33.6,1
20.68,22.79,33.44,-2.11,-12.76,5,10,0.5,15,55.68,-35.0,1
50.5,48.13,47.87,2.37,2.64,7,13,0.5385,3,66.92,-16.42,0
92.6,94.43,85.25,-1.84,7.35,7,7,1.0,6,56.43,36.17,0
52.42,46.59,51.25,5.84,1.18,7,7,1.0,4,69.5,-17.07,0
63.39,62.73,69.66,0.66,-6.26,8,11,0.7273,0,65.99,-2.6,0
62.42,65.91,65.0,-3.48,-2.58,7,7,1.0,6,72.82,-10.4,0
62.42,55.59,68.33,6.83,-5.91,4,4,1.0,2,71.99,-9.57,0
79.29,79.1,83.6,0.19,-4.31,5,6,0.8333,0,60.33,18.96,0
95.88,93.2,98.96,2.68,-3.08,10,10,1.0,3,79.44,16.44,0
73.92,82.16,68.72,-8.24,5.2,4,5,0.8,4,67.88,6.04,0
79.34,71.62,85.44,7.72,-6.1,5,5,1.0,0,77.39,1.95,0
28.39,28.76,30.16,-0.37,-1.78,5,5,1.0,23,63.45,-35.06,1
59.0,63.9,51.24,-4.9,7.76,9,13,0.6923,5,59.55,-0.55,0
90.55,89.2,95.12,1.35,-4.57,13,13,1.0,0,69.23,21.32,0
77.99,83.01,63.74,-5.02,14.24,3,4,0.75,2,64.86,13.13,0
61.71,66.21,74.17,-4.5,-12.46,5,6,0.8333,3,63.07,-1.36,0
57.71,60.97,65.33,-3.26,-7.62,3,6,0.5,5,57.66,0.05,0
56.67,56.2,55.0,0.47,1.67,12,12,1.0,3,79.37,-22.7,0
71.35,69.61,70.89,1.74,0.46,5,6,0.8333,5,55.07,16.28,0
68.28,69.78,68.3,-1.5,-0.02,3,4,0.75,4,73.49,-5.21,0
49.46,58.36,51.54,-8.9,-2.08,5,8,0.625,14,57.98,-8.52,1
36.92,41.22,45.07,-4.3,-8.14,3,4,0.75,14,62.24,-25.32,1
27.47,17.58,34.66,9.9,-7.18,12,13,0.9231,23,58.48,-31.01,1
91.84,100.0,100.0,-8.6,-21.05,7,7,1.0,5,63.97,27.87,0
70.75,69.41,74.45,1.34,-3.7,12,13,0.9231,0,59.57,11.18,0
42.25,45.96,47.48,-3.71,-5.23,9,13,0.6923,26,62.6,-20.36,1
64.11,53.91,68.13,10.2,-4.02,5,6,0.8333,6,56.31,7.79,0
39.91,54.33,21.92,-14.42,18.0,7,11,0.6364,26,69.21,-29.29,1
72.77,67.61,90.81,5.16,-18.04,9,9,1.0,1,70.79,1.98,0
52.46,52.74,68.28,-0.28,-15.82,3,4,0.75,0,58.12,-5.66,1
52.53,40.88,71.9,11.65,-19.37,5,9,0.5556,4,76.69,-24.16,1
55.1,51.2,49.28,3.9,5.82,7,8,0.875,0,65.97,-10.87,0
37.48,42.17,28.67,-4.68,8.81,4,4,1.0,11,75.59,-38.11,1
50.32,61.69,50.39,-11.38,-0.08,9,12,0.75,3,74.88,-24.56,0
23.65,37.88,3.23,-14.23,20.42,4,13,0.3077,27,65.89,-42.24,1
45.98,54.26,35.27,-8.27,10.71,9,13,0.6923,11,58.39,-12.41,1
68.48,67.61,62.63,0.88,5.85,9,12,0.75,0,78.31,-9.83,0
58.19,66.43,82.32,-8.24,-24.13,10,10,1.0,3,71.36,-13.17,1
53.6,56.38,67.52,-2.78,-13.92,5,8,0.625,2,57.29,-3.7,0
92.21,74.43,81.45,17.78,10.76,14,14,1.0,0,77.8,14.41,0
51.92,45.43,56.48,6.49,-4.56,12,14,0.8571,1,56.38,-4.46,0
72.51,71.31,66.42,1.2,6.09,11,14,0.7857,5,78.29,-5.77,0
93.87,90.43,86.58,3.44,7.28,12,12,1.0,6,61.7,32.16,0
56.01,57.94,54.92,-1.93,1.09,6,7,0.8571,3,72.89,-16.88,0
97.19,90.59,97.37,6.6,-0.18,12,13,0.9231,1,61.12,36.07,0
90.26,92.31,85.26,-2.04,5.0,6,7,0.8571,5,57.55,32.72,0
89.38,90.66,77.59,-1.28,11.79,10,11,0.9091,0,57.28,32.1,0
77.96,80.93,82.93,-2.97,-4.98,8,8,1.0,5,78.69,-0.74,0
55.99,61.92,55.35,-5.93,0.64,4,7,0.5714,0,63.74,-7.75,0
63.16,56.03,44.67,7.13,18.49,9,9,1.0,4,77.33,-14.17,0
63.62,70.2,52.68,-6.58,10.95,10,11,0.9091,2,79.07,-15.45,0
58.84,47.63,46.4,11.2,12.43,3,4,0.75,1,71.51,-12.67,0
82.3,78.41,82.34,3.88,-0.04,3,6,0.5,0,62.85,19.44,0
51.6,58.77,48.75,-7.17,2.86,7,9,0.7778,5,70.53,-18.93,0
36.93,32.94,44.57,3.99,-7.65,5,5,1.0,19,58.92,-21.99,1
78.5,83.33,67.73,-4.83,10.77,11,13,0.8462,2,59.14,19.36,0
54.44,55.39,41.91,-0.95,12.52,14,14,1.0,0,77.4,-22.96,0
42.98,43.27,38.09,-0.3,4.89,3,6,0.5,17,62.54,-19.56,1
30.63,31.7,39.76,-1.07,-9.13,0,3,0.0,23,58.26,-27.63,1
59.46,51.38,72.08,8.08,-12.61,5,8,0.625,4,60.46,-0.99,0
20.62,18.08,48.36,2.54,-27.74,0,5,0.0,18,63.54,-42.93,1
20.24,8.57,23.69,11.67,-3.45,6,12,0.5,19,77.18,-56.94,1
60.73,59.03,57.53,1.71,3.2,6,6,1.0,4,65.75,-5.02,0
64.9,62.68,59.05,2.22,5.84,2,3,0.6667,0,61.79,3.11,0
25.69,33.7,36.59,-8.01,-10.9,12,12,1.0,19,64.38,-38.69,1
57.01,60.24,50.46,-3.23,6.55,5,5,1.0,1,69.9,-12.89,0
20.59,22.06,16.25,-1.47,4.34,8,12,0.6667,29,60.29,-39.69,1
81.82,73.1,81.68,8.71,0.14,8,8,1.0,6,63.61,18.21,0
45.7,54.6,44.58,-8.9,1.12,1,5,0.2,29,61.52,-15.81,1
33.98,31.13,60.42,2.85,-26.44,4,5,0.8,11,79.65,-45.67,1
63.51,62.25,73.36,1.26,-9.85,3,4,0.75,4,76.07,-12.56,0
84.01,88.63,78.54,-4.62,5.47,7,11,0.6364,4,67.5,16.51,0
40.38,34.59,36.75,5.79,3.63,0,8,0.0,14,75.34,-34.96,1
61.94,63.75,61.13,-1.81,0.81,13,14,0.9286,4,60.91,1.03,0
45.76,45.35,65.96,0.41,-20.2,8,11,0.7273,23,76.29,-30.53,1
69.53,72.91,65.37,-3.38,4.15,7,9,0.7778,1,65.88,3.64,0
59.58,54.59,51.11,5.0,8.47,3,3,1.0,4,73.31,-13.72,0
48.46,56.6,44.31,-8.14,4.15,1,7,0.1429,25,75.75,-27.29,1
62.4,60.08,54.02,2.32,8.38,5,9,0.5556,2,72.53,-10.13,0
51.91,51.49,32.89,0.42,19.02,1,3,0.3333,5,62.27,-10.36,0
93.41,88.65,78.75,4.77,14.67,3,3,1.0,5,61.15,32.27,0
66.1,65.83,59.87,0.27,6.23,4,5,0.8,5,77.47,-11.37,0
57.17,57.61,49.56,-0.44,7.62,11,12,0.9167,6,60.51,-3.34,0
34.22,33.04,30.21,1.19,4.01,2,4,0.5,10,64.55,-30.33,1
49.93,41.96,64.24,7.97,-14.31,2,5,0.4,22,79.15,-29.22,1
42.68,37.74,52.31,4.94,-9.63,0,7,0.0,22,57.51,-14.83,1
51.18,59.47,55.79,-8.28,-4.6,7,8,0.875,2,72.12,-20.93,0
28.36,32.28,44.42,-3.91,-16.05,8,12,0.6667,15,64.15,-35.79,1
44.58,50.94,53.77,-6.35,-9.18,2,4,0.5,12,58.67,-14.08,1
47.65,50.56,46.42,-2.9,1.24,5,5,1.0,22,64.22,-16.57,1
88.92,85.46,90.21,3.46,-1.29,7,8,0.875,3,57.02,31.91,0
83.08,89.95,89.46,-6.86,-6.38,8,9,0.8889,1,60.02,23.06,0
90.81,90.32,91.19,0.49,-0.38,5,5,1.0,0,64.43,26.38,0
63.13,61.75,63.61,1.38,-0.48,14,14,1.0,2,58.58,4.55,0
39.84,38.65,34.66,1.19,5.18,1,7,0.1429,9,78.83,-38.99,1
84.26,81.05,74.09,3.21,10.17,7,11,0.6364,0,74.13,10.13,0
57.17,63.45,52.44,-6.28,4.73,3,5,0.6,0,79.06,-21.89,0
53.5,61.69,46.48,-8.19,7.01,6,8,0.75,3,79.47,-25.97,0
71.84,75.16,68.02,-3.32,3.82,3,4,0.75,3,65.45,6.39,0
91.1,87.59,94.8,3.51,-3.7,7,11,0.6364,6,57.53,33.57,0
67.09,71.08,59.87,-3.99,7.22,5,7,0.7143,0,74.08,-6.99,0
68.49,71.77,69.47,-3.28,-0.99,7,9,0.7778,1,72.51,-4.02,0
55.08,46.91,54.81,8.16,0.27,3,3,1.0,0,64.04,-8.96,0
75.4,67.39,71.61,8.02,3.8,10,10,1.0,1,67.26,8.15,0
89.93,100.0,99.72,-10.14,-9.78,4,8,0.5,2,60.96,28.97,1
73.35,77.75,76.45,-4.4,-3.1,11,12,0.9167,2,62.63,10.72,0
36.12,33.21,55.62,2.92,-19.49,2,10,0.2,21,71.81,-35.69,1
63.35,63.41,76.92,-0.06,-13.57,10,13,0.7692,0,60.15,3.2,0
51.02,42.45,55.21,8.56,-4.19,3,3,1.0,0,78.63,-27.62,0
78.0,70.06,79.56,7.95,-1.56,12,12,1.0,6,63.81,14.19,0
65.32,65.5,78.61,-0.17,-13.29,11,12,0.9167,6,79.41,-14.09,0
94.32,100.0,90.99,-10.25,3.32,7,12,0.5833,3,66.34,27.98,1
45.5,54.06,44.16,-8.56,1.34,2,14,0.1429,15,79.99,-34.48,1
87.76,99.23,86.83,-11.47,0.93,14,14,1.0,6,71.67,16.09,0
50.81,54.43,60.69,-3.63,-9.88,5,6,0.8333,3,65.26,-14.46,0
80.6,81.53,66.56,-0.94,14.04,7,10,0.7,2,73.51,7.09,0
46.48,43.36,56.25,3.11,-9.77,4,5,0.8,11,56.57,-10.09,1
21.14,15.91,11.65,5.22,9.49,5,5,1.0,25,58.87,-37.73,1
61.95,70.14,69.06,-8.19,-7.11,6,10,0.6,0,79.66,-17.71,0
24.98,24.09,30.2,0.88,-5.22,2,3,0.6667,6,77.14,-52.16,1
50.88,61.95,43.03,-11.07,7.86,9,9,1.0,0,67.48,-16.59,0
33.63,37.93,36.07,-4.29,-2.44,1,13,0.0769,28,72.44,-38.8,1
87.57,86.54,83.66,1.03,3.91,4,8,0.5,1,76.05,11.52,0
22.54,27.17,6.44,-4.63,16.1,2,4,0.5,26,61.57,-39.03,1
94.48,100.0,96.24,-11.91,-1.76,9,14,0.6429,5,58.08,36.4,0
66.83,62.81,60.8,4.03,6.04,7,10,0.7,0,74.51,-7.68,0
69.51,72.3,57.59,-2.79,11.92,5,7,0.7143,5,79.65,-10.14,0
68.73,63.77,67.15,4.96,1.58,5,5,1.0,6,64.47,4.26,0
80.92,75.58,77.26,5.34,3.66,9,9,1.0,6,57.37,23.55,0
85.54,82.02,71.4,3.52,14.14,7,12,0.5833,3,57.29,28.26,0
92.81,98.67,100.0,-5.86,-12.06,10,12,0.8333,2,55.93,36.88,0
82.31,70.68,100.0,11.63,-26.58,4,7,0.5714,1,76.06,6.25,0
97.11,98.85,100.0,-1.74,-5.94,12,13,0.9231,1,78.21,18.9,0
39.23,28.74,28.83,10.49,10.4,5,7,0.7143,5,76.09,-36.86,1
48.94,39.77,45.29,9.17,3.65,3,13,0.2308,5,66.11,-17.17,1
23.59,28.7,22.86,-5.12,0.73,7,11,0.6364,27,64.74,-41.15,1
65.35,69.28,67.7,-3.93,-2.36,7,10,0.7,5,55.44,9.9,0
51.04,57.42,46.9,-6.38,4.15,10,10,1.0,2,55.34,-4.3,0
78.85,68.27,80.1,10.58,-1.25,6,11,0.5455,3,59.86,18.99,0
65.1,63.6,70.71,1.5,-5.61,3,5,0.6,4,68.64,-3.54,0
53.91,59.18,77.96,-5.26,-24.05,6,11,0.5455,0,79.47,-25.56,1
62.83,67.98,64.49,-5.15,-1.66,6,10,0.6,5,66.52,-3.69,0
61.88,53.81,48.95,8.07,12.93,13,13,1.0,3,75.63,-13.75,0
69.88,76.3,60.74,-6.42,9.14,13,13,1.0,3,55.25,14.63,0
47.16,58.77,66.78,-11.62,-19.63,8,11,0.7273,6,78.63,-31.47,1
53.12,62.68,55.22,-9.56,-2.1,4,4,1.0,6,59.11,-5.99,0
89.85,97.27,77.31,-7.42,12.54,8,10,0.8,0,55.99,33.86,0
89.73,85.43,65.78,4.29,23.94,8,11,0.7273,2,77.3,12.42,0
74.4,75.99,62.32,-1.59,12.08,6,10,0.6,3,73.75,0.65,0
97.55,97.64,100.0,-0.09,-18.02,9,10,0.9,1,66.01,31.54,0
88.22,85.17,87.3,3.05,0.92,4,5,0.8,5,67.8,20.42,0
52.29,46.65,56.19,5.64,-3.9,3,3,1.0,0,62.78,-10.48,0
87.2,82.25,80.67,4.95,6.53,5,8,0.625,3,66.63,20.56,0
29.18,36.25,31.38,-7.07,-2.2,0,4,0.0,24,73.04,-43.86,1
92.32,83.06,91.46,9.26,0.85,10,13,0.7692,4,64.47,27.85,0
91.96,85.78,81.93,6.18,10.03,8,10,0.8,3,55.81,36.15,0
75.88,75.98,70.83,-0.1,5.05,12,13,0.9231,3,76.03,-0.15,0
70.66,66.89,73.43,3.76,-2.77,5,9,0.5556,4,65.14,5.51,0
32.16,26.82,43.37,5.33,-11.22,2,3,0.6667,14,67.17,-35.01,1
90.89,98.77,98.78,-7.87,-7.88,3,3,1.0,6,60.49,30.4,0
88.23,75.91,81.79,12.32,6.44,3,6,0.5,0,57.93,30.3,0
56.09,58.97,30.7,-2.88,25.39,5,5,1.0,6,59.87,-3.78,0
95.62,100.0,100.0,-7.4,-18.99,1,3,0.3333,3,56.64,38.98,0
61.43,67.81,82.46,-6.38,-21.03,6,6,1.0,6,55.65,5.79,1
47.32,48.96,47.46,-1.64,-0.14,2,14,0.1429,8,74.29,-26.97,1
91.02,93.04,89.64,-2.02,1.38,2,3,0.6667,6,57.27,33.74,0
80.27,85.02,73.53,-4.75,6.74,8,11,0.7273,1,60.64,19.63,0
47.74,50.29,37.16,-2.55,10.58,1,7,0.1429,13,77.54,-29.8,1
50.44,51.18,52.55,-0.75,-2.11,6,8,0.75,4,56.53,-6.1,0
79.92,79.58,75.36,0.34,4.56,13,14,0.9286,6,79.48,0.44,0
82.25,77.46,90.76,4.79,-8.5,7,13,0.5385,0,68.05,14.21,0
50.41,45.64,40.67,4.77,9.74,7,13,0.5385,6,55.04,-4.63,0
92.31,82.17,77.63,10.14,14.68,4,4,1.0,5,58.87,33.44,0
83.46,95.82,72.55,-12.36,10.91,7,11,0.6364,6,68.74,14.71,0
58.13,56.88,57.53,1.26,0.6,9,10,0.9,4,64.26,-6.13,0
92.32,90.8,98.54,1.53,-6.22,3,3,1.0,4,56.23,36.09,0
47.67,58.75,51.95,-11.08,-4.29,0,5,0.0,7,61.81,-14.14,1
28.82,27.92,21.11,0.9,7.71,0,3,0.0,29,78.61,-49.79,1
38.2,48.34,39.97,-10.14,-1.77,5,14,0.3571,8,78.41,-40.21,1
91.74,96.38,83.63,-4.65,8.11,4,8,0.5,5,68.26,23.48,0
78.33,86.39,81.8,-8.06,-3.47,10,10,1.0,5,67.13,11.2,0
89.28,86.62,94.01,2.66,-4.73,10,13,0.7692,1,73.58,15.7,0
89.25,84.72,88.39,4.54,0.87,7,11,0.6364,0,77.67,11.58,0
54.1,44.61,57.2,9.49,-3.1,5,5,1.0,6,72.44,-18.34,0
37.41,32.02,46.9,5.39,-9.49,8,8,1.0,22,65.77,-28.36,1
35.33,44.25,54.42,-8.92,-19.09,1,6,0.1667,15,61.28,-25.95,1
56.48,52.81,73.74,3.67,-17.26,3,3,1.0,1,64.7,-8.22,1
64.68,56.9,69.35,7.78,-4.67,2,3,0.6667,3,61.16,3.52,0
24.61,22.44,14.93,2.17,9.68,5,10,0.5,6,68.19,-43.58,1
61.19,63.65,53.36,-2.46,7.83,4,7,0.5714,1,65.02,-3.83,0
82.72,79.09,88.64,3.63,-5.92,12,12,1.0,3,71.93,10.8,0
76.97,72.03,64.73,4.94,12.24,10,10,1.0,1,64.56,12.41,0
51.19,44.65,54.1,6.55,-2.91,1,3,0.3333,3,68.63,-17.43,0
93.36,94.61,96.48,-1.25,-3.13,5,8,0.625,3,58.26,35.1,0
25.39,31.46,17.28,-6.07,8.1,7,7,1.0,5,77.17,-51.78,1
85.8,85.33,90.63,0.47,-4.84,8,8,1.0,4,79.04,6.76,0
72.06,77.97,76.58,-5.91,-4.51,3,6,0.5,0,59.45,12.62,0
71.21,68.76,76.74,2.45,-5.53,9,11,0.8182,2,76.55,-5.33,0
97.74,100.0,95.56,-3.11,2.18,3,5,0.6,4,62.19,35.55,0
64.61,57.25,66.44,7.35,-1.83,6,9,0.6667,6,66.63,-2.02,0
40.94,44.84,39.42,-3.9,1.52,0,4,0.0,18,68.0,-27.07,1
62.69,62.1,81.13,0.59,-18.45,4,6,0.6667,5,70.09,-7.4,1
57.53,63.86,54.96,-6.33,2.57,3,3,1.0,4,67.58,-10.05,0
85.0,82.56,81.45,2.45,3.55,4,4,1.0,4,63.32,21.68,0
23.73,30.36,15.06,-6.63,8.67,14,14,1.0,27,62.82,-39.09,1
38.44,39.58,53.41,-1.14,-14.97,0,13,0.0,19,78.95,-40.51,1
77.11,76.17,81.3,0.94,-4.19,7,11,0.6364,4,56.37,20.74,0
94.92,87.39,90.96,7.53,3.96,9,14,0.6429,1,79.38,15.53,0
60.33,63.48,54.94,-3.15,5.39,10,12,0.8333,0,65.13,-4.79,0
54.27,49.22,54.04,5.05,0.23,5,7,0.7143,2,64.17,-9.89,0
57.65,59.78,70.65,-2.13,-13.0,3,6,0.5,4,65.03,-7.38,0
70.73,61.44,80.02,9.29,-9.29,3,5,0.6,5,63.18,7.56,0
63.21,61.77,55.88,1.44,7.33,12,12,1.0,0,78.94,-15.74,0
38.63,43.78,54.37,-5.15,-15.74,1,4,0.25,20,58.81,-20.17,1
70.52,75.7,58.24,-5.18,12.28,4,4,1.0,0,66.96,3.56,0
37.0,30.05,35.83,6.95,1.17,13,13,1.0,10,57.66,-20.66,1
73.18,72.32,51.86,0.86,21.32,4,4,1.0,5,67.29,5.88,0
88.72,97.46,92.94,-8.74,-4.22,5,5,1.0,2,61.56,27.16,0
28.08,25.57,24.49,2.51,3.6,3,7,0.4286,9,56.46,-28.37,1
81.13,72.91,87.59,8.21,-6.46,5,6,0.8333,3,70.38,10.74,0
94.85,82.86,83.45,12.0,11.4,9,11,0.8182,3,62.04,32.81,0
91.37,90.39,69.76,0.98,21.61,9,12,0.75,2,66.14,25.23,0
39.93,31.68,46.19,8.25,-6.27,8,12,0.6667,5,68.44,-28.52,1
22.53,18.64,26.09,3.9,-3.56,1,13,0.0769,21,66.84,-44.31,1
50.34,53.23,39.35,-2.89,10.99,11,13,0.8462,0,72.57,-22.23,0
75.5,72.33,76.67,3.17,-1.17,4,4,1.0,3,58.16,17.34,0
67.38,69.66,46.56,-2.27,20.83,4,6,0.6667,5,69.43,-2.04,0
90.79,95.82,96.02,-5.02,-5.22,9,11,0.8182,5,58.31,32.48,0
74.42,79.71,61.18,-5.29,13.23,7,11,0.6364,0,62.58,11.84,0
72.59,73.96,74.01,-1.36,-1.42,4,6,0.6667,6,71.68,0.92,0
66.59,69.11,65.48,-2.52,1.11,9,13,0.6923,0,64.22,2.37,0
68.58,62.58,73.17,6.0,-4.58,8,9,0.8889,5,60.21,8.38,0
88.68,93.82,94.8,-5.14,-6.12,7,9,0.7778,4,55.91,32.77,0
53.52,54.94,50.09,-1.42,3.42,3,6,0.5,1,78.99,-25.47,0
78.98,82.45,79.07,-3.47,-0.08,3,6,0.5,3,55.24,23.75,0
62.45,66.72,41.28,-4.27,21.17,10,13,0.7692,5,61.62,0.83,0
75.81,69.05,69.32,6.76,6.49,8,11,0.7273,0,58.77,17.04,0
68.39,68.77,82.9,-0.38,-14.51,10,10,1.0,4,62.57,5.82,0
63.09,57.12,64.03,5.97,-0.93,3,4,0.75,5,77.49,-14.4,0
95.28,83.17,92.97,12.11,2.31,8,10,0.8,1,61.06,34.22,0
75.04,76.09,74.79,-1.05,0.25,5,6,0.8333,4,67.1,7.94,0
50.88,43.76,35.48,7.12,15.4,7,12,0.5833,2,57.27,-6.39,0
83.09,85.12,91.93,-2.04,-8.84,5,7,0.7143,4,56.09,26.99,0
51.14,50.46,46.55,0.68,4.59,5,6,0.8333,6,67.15,-16.01,0
75.35,76.81,77.12,-1.46,-1.78,13,13,1.0,4,67.93,7.42,0
88.61,87.51,92.75,1.1,-4.14,14,14,1.0,6,74.32,14.29,0
87.65,92.36,86.07,-4.71,1.58,2,3,0.6667,0,66.97,20.68,0
46.33,45.66,37.78,0.67,8.55,6,9,0.6667,26,73.46,-27.13,1
80.06,84.93,76.39,-4.87,3.67,5,5,1.0,0,66.79,13.27,0
52.23,43.5,37.93,8.72,14.29,8,8,1.0,4,70.45,-18.22,0
54.99,50.27,60.59,4.72,-5.6,12,13,0.9231,6,73.27,-18.28,0
85.38,100.0,85.58,-17.37,-0.2,11,13,0.8462,2,66.46,18.92,0
61.6,55.54,62.05,6.06,-0.44,3,5,0.6,2,63.91,-2.31,0
53.67,57.22,33.08,-3.55,20.58,4,6,0.6667,4,60.84,-7.17,0
87.44,91.81,80.19,-4.36,7.26,5,5,1.0,1,64.5,22.95,0
79.04,82.89,50.8,-3.85,28.24,4,8,0.5,4,75.24,3.8,0
62.63,63.77,77.85,-1.14,-15.22,5,8,0.625,2,64.23,-1.6,1
38.14,41.6,45.52,-3.46,-7.38,2,9,0.2222,24,74.87,-36.72,1
58.2,57.79,75.66,0.41,-17.46,4,8,0.5,3,57.59,0.61,1
23.54,23.38,26.21,0.16,-2.67,11,13,0.8462,17,79.2,-55.66,1
91.21,77.86,76.35,13.35,14.86,7,10,0.7,2,55.23,35.97,0
52.21,64.33,46.72,-12.12,5.49,8,14,0.5714,2,72.4,-20.19,1
46.38,45.99,49.44,0.38,-3.07,10,10,1.0,9,56.18,-9.8,1
91.41,89.05,95.67,2.37,-4.26,6,11,0.5455,2,61.63,29.78,0
65.39,69.16,64.66,-3.76,0.73,11,12,0.9167,4,74.64,-9.25,0
89.22,99.5,98.24,-10.28,-9.02,8,8,1.0,6,56.21,33.0,0
71.39,76.24,52.49,-4.85,18.9,1,3,0.3333,6,71.48,-0.09,0
23.66,23.21,13.31,0.45,10.35,8,11,0.7273,21,78.19,-54.53,1
76.63,74.9,77.63,1.73,-0.99,4,8,0.5,0,67.32,9.31,0
54.24,54.51,66.57,-0.27,-12.33,3,4,0.75,0,58.23,-3.99,0
63.19,57.39,69.95,5.8,-6.76,2,4,0.5,5,66.05,-2.86,0
62.67,62.2,59.22,0.47,3.46,2,4,0.5,0,61.15,1.52,0
73.15,75.5,71.32,-2.34,1.83,12,13,0.9231,1,71.54,1.61,0
23.42,14.46,2.24,8.96,21.19,12,13,0.9231,7,67.96,-44.54,1
61.23,58.49,40.25,2.74,20.98,6,6,1.0,5,72.35,-11.11,0
74.6,76.58,91.59,-1.98,-16.99,8,8,1.0,2,74.43,0.17,0
81.0,86.76,75.69,-5.77,5.3,12,12,1.0,6,76.88,4.11,0
71.78,64.72,70.42,7.06,1.37,2,3,0.6667,4,67.33,4.45,0
59.08,57.32,52.35,1.75,6.73,10,14,0.7143,5,70.1,-11.03,0
22.75,37.37,15.91,-14.61,6.84,0,5,0.0,23,65.77,-43.02,1
54.55,43.54,48.56,11.01,5.98,13,13,1.0,0,77.37,-22.82,0
